FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,FEN_After_First_Move,Evaluation,white_material,black_material,white_pieces,black_pieces
Q7/6pk/7p/5p2/1P1q4/P4P1P/2n2NP1/6K1 w - - 3 33,b4b5 c2e3 a8a5 d4a1,2546,92,74,106,crushing endgame short,https://lichess.org/ltdNtuM7#65,Q7/6pk/7p/1P3p2/3q4/P4P1P/2n2NP1/6K1 b - - 0 33,-179,17,15,8,6
5r1k/3R1prp/5R2/p1p5/2B2P2/1P3b2/P4P1P/4K3 w - - 2 37,d7f7 g7f7 f6f7 f8d8 c4e2 d8e8,2352,76,82,165,advantage endgame long pin quietMove,https://lichess.org/DEc0Patb#73,5r1k/5Rrp/5R2/p1p5/2B2P2/1P3b2/P4P1P/4K3 b - - 0 37,-309,18,16,9,7
r1N2k2/2R4p/b1Rppbp1/p4p2/P4P2/8/6PP/6K1 b - - 3 35,f6d8 c8b6 d8c7 b6a8,2241,93,73,35,crushing endgame short,https://lichess.org/3EUQyrhC/black#70,r1Nb1k2/2R4p/b1Rpp1p1/p4p2/P4P2/8/6PP/6K1 w - - 4 36,512,17,17,8,10
8/pQ4pk/6qp/4BP2/8/3r3P/P3r1P1/6RK b - - 0 34,g6f5 b7g7,698,97,-25,114,endgame mate mateIn1 oneMove,https://lichess.org/CE2Pl1IG/black#68,8/pQ4pk/7p/4Bq2/8/3r3P/P3r1P1/6RK w - - 0 35,1,20,22,7,7
1r5k/2p3b1/1p1p2bq/p7/P1P1R3/1P3B1P/2Q2BP1/6K1 w - - 11 39,f2e3 h6e3 e4e3 g6c2,2042,77,94,3049,crushing middlegame short,https://lichess.org/qvATvqzx#77,1r5k/2p3b1/1p1p2bq/p7/P1P1R3/1P2BB1P/2Q3P1/6K1 b - - 12 39,-443,25,24,10,9
8/8/1p1n1k2/1PpP2p1/2P1pp1p/7P/4BPP1/5K2 w - - 0 42,f1e1 f4f3 g2f3 e4f3 e2f3 d6c4,1475,77,81,106,crushing endgame long,https://lichess.org/fPcnkAwp#83,8/8/1p1n1k2/1PpP2p1/2P1pp1p/7P/4BPP1/4K3 b - - 1 42,-256,9,9,8,8
r1b2rk1/pp1n1ppp/1qnbp3/3pN3/3P1P2/PP1B1R2/1BPN2PP/R2Q2K1 b - - 4 13,c6d4 d3h7 g8h8 f3h3 d4f3 g1h1,1950,76,88,398,crushing long middlegame quietMove,https://lichess.org/zXS5KUOc/black#26,r1b2rk1/pp1n1ppp/1q1bp3/3pN3/3n1P2/PP1B1R2/1BPN2PP/R2Q2K1 w - - 0 14,263,37,38,14,15
7k/1p3p2/p4P2/4PB1p/P1p2KPP/4R3/1P1r4/6r1 b - - 4 40,d2f2 f4g5 h5g4 e5e6 g1f1 e6e7 f2f5 g5g4 f5f6 e7e8q,2342,78,81,52,advancedPawn crushing defensiveMove endgame master promotion sacrifice veryLong,https://lichess.org/aDJVYzbg/black#80,7k/1p3p2/p4P2/4PB1p/P1p2KPP/4R3/1P3r2/6r1 w - - 5 41,261,14,15,9,8
3q1k2/2n2pbp/2Pp2p1/3P4/2Q1P3/2N1BP2/1r4PP/R5K1 w - - 0 28,e3d4 g7d4 c4d4 d8g5 d4f2 b2f2,2253,84,90,256,advantage kingsideAttack long middlegame,https://lichess.org/hNtPERqw#55,3q1k2/2n2pbp/2Pp2p1/3P4/2QBP3/2N2P2/1r4PP/R5K1 b - - 1 28,-63,26,24,11,9
4r2k/pp1R3p/6p1/2P1qp2/1Q6/6P1/PP5P/7K w - - 3 29,d7b7 e5d5 h1g1 d5d1,2032,76,90,2284,crushing endgame short,https://lichess.org/mbEqyHc2#57,4r2k/pR5p/6p1/2P1qp2/1Q6/6P1/PP5P/7K b - - 0 29,-523,19,18,8,7
3r1r2/p6k/7q/2P1pn2/4Q1b1/1P3N2/PB1N1KP1/2R5 w - - 1 28,b2c3 g4f3 d2f3 h6c1,1935,77,80,47,crushing middlegame short,https://lichess.org/o4XgHnVG#55,3r1r2/p6k/7q/2P1pn2/4Q1b1/1PB2N2/P2N1KP1/2R5 b - - 2 28,-330,27,27,10,8
1k5r/p1p2R1p/1p1p4/3P4/3n1RBb/6r1/PP5K/8 b - - 3 29,g3d3 f7f8 h4d8 f8h8,981,77,90,504,crushing middlegame pin short,https://lichess.org/OruDSflo/black#58,1k5r/p1p2R1p/1p1p4/3P4/3n1RBb/3r4/PP5K/8 w - - 4 30,460,16,21,7,10
8/8/P7/8/R2pk3/4p3/2r5/3K4 b - - 2 51,e4d3 a4d4 d3c3 d4c4 c3c4 d1c2 e3e2 c2d2 e2e1q d2e1,1767,146,33,8,crushing deflection endgame rookEndgame veryLong,https://lichess.org/eRqVyoMx/black#102,8/8/P7/8/R2p4/3kp3/2r5/3K4 w - - 3 52,559,6,7,3,4
rk6/pr3ppp/3R4/1p1p4/2pP4/2P1P3/5PPP/R4K2 b - - 5 23,a7a5 d6d8 b8c7 d8a8,687,87,88,395,advantage deflection endgame queensideAttack rookEndgame short skewer,https://lichess.org/sMMuLpuJ/black#46,rk6/1r3ppp/3R4/pp1p4/2pP4/2P1P3/5PPP/R4K2 w - - 0 24,381,16,17,9,10
R7/5ppk/4p3/1P5P/3p4/7r/P2K4/8 b - - 0 33,e6e5 b5b6 h3h2 d2c1,1985,347,-100,3,advantage defensiveMove endgame rookEndgame short,https://lichess.org/rkh7TS6w/black#66,R7/5ppk/8/1P2p2P/3p4/7r/P2K4/8 w - - 0 34,343,8,9,5,6
8/8/3k1p2/R1n2P2/1p4PP/p3K3/8/8 w - - 3 41,h4h5 b4b3 e3d2 c5e4,2343,80,89,288,advantage endgame short,https://lichess.org/AoFd8fRu#81,8/8/3k1p2/R1n2P1P/1p4P1/p3K3/8/8 b - - 0 41,-314,8,6,5,5
r7/1R5p/2Pp1bpk/2q1p3/BNp1Pp2/2N2P2/3Q2PP/7K w - - 9 46,a4b5 a8a1 d2d1 a1d1 c3d1 c5b4,1100,76,80,292,crushing long middlegame,https://lichess.org/Y5ZLkiVU#91,r7/1R5p/2Pp1bpk/1Bq1p3/1Np1Pp2/2N2P2/3Q2PP/7K b - - 10 46,-55,28,23,11,10
6k1/5pp1/7p/4B1n1/2Q1P3/3P3P/5qPK/8 w - - 1 35,e5g3 g5f3 h2h1 f2f1,1012,85,81,559,endgame mate mateIn2 pin short,https://lichess.org/NPMFHwcf#69,6k1/5pp1/7p/6n1/2Q1P3/3P2BP/5qPK/8 b - - 2 35,-2,16,15,7,6
rn3rk1/pp1b1pbp/1q1p1np1/4p1B1/4P3/2PB3P/PP2N1P1/RN1Q1R1K b - - 4 13,d7c6 g5f6 g7f6 f1f6,1199,181,-37,8,advantage opening short,https://lichess.org/Zoq2iIGh/black#26,rn3rk1/pp3pbp/1qbp1np1/4p1B1/4P3/2PB3P/PP2N1P1/RN1Q1R1K w - - 5 14,239,37,38,14,15
1R6/5p1k/p5pp/8/4Q3/P1P1p3/1PK1NqP1/4r3 w - - 0 52,e4e5 e1e2 c2b1 f2f5,2188,77,86,231,crushing defensiveMove endgame short,https://lichess.org/tphSm0r9#103,1R6/5p1k/p5pp/4Q3/8/P1P1p3/1PK1NqP1/4r3 b - - 1 52,-320,21,19,8,8
r2qr1k1/1b1n1p1p/p3Pbp1/1ppP4/5BP1/2N2BKP/PP2Q3/3R3R b - - 0 21,f7e6 d5e6 b7f3 e2f3,1306,75,81,714,advantage middlegame short,https://lichess.org/oK3kR1Qy/black#42,r2qr1k1/1b1n3p/p3pbp1/1ppP4/5BP1/2N2BKP/PP2Q3/3R3R w - - 0 22,243,33,34,12,13
5rk1/p1R1bpp1/1p3n1p/3p1qn1/1P1Pp1b1/PN2P1P1/1B1QNP1P/2R3KB w - - 1 26,c7e7 g5h3 g1f1 f5f2,1849,82,77,230,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/FoNevVqn#51,5rk1/p3Rpp1/1p3n1p/3p1qn1/1P1Pp1b1/PN2P1P1/1B1QNP1P/2R3KB b - - 0 26,-2,38,30,15,13
4R1k1/p2n2p1/2p4p/2pp2b1/8/8/PP2B2r/3K1R2 b - - 1 27,g8h7 e2d3 g7g6 f1f7,1244,77,76,126,endgame mate mateIn2 short,https://lichess.org/srLcVJrB/black#54,4R3/p2n2pk/2p4p/2pp2b1/8/8/PP2B2r/3K1R2 w - - 2 28,2,15,17,6,10
7r/pp2R3/2pR4/5qpk/2P3n1/P6K/1P2Q3/8 w - - 6 40,e7e4 f5e4 e2e4 g4f2 h3g2 f2e4,1384,76,58,144,attraction crushing endgame exposedKing fork long sacrifice,https://lichess.org/ZxKgmgvg#79,7r/pp6/2pR4/5qpk/2P1R1n1/P6K/1P2Q3/8 b - - 7 40,-528,22,21,7,8
1r3rk1/3q1pp1/p2pn2p/2pNn3/2P1PN2/3P4/1P1Q1RPP/5RK1 b - - 0 24,e6d4 d5f6 g7f6 f4h5 f6f5 h5f6 g8g7 f6d7,2247,77,79,153,crushing fork middlegame sacrifice veryLong,https://lichess.org/0NT0PDNN/black#48,1r3rk1/3q1pp1/p2p3p/2pNn3/2PnPN2/3P4/1P1Q1RPP/5RK1 w - - 1 25,426,31,31,12,12
2r1r1k1/5pbp/p2p2p1/1p1Pq1P1/8/3QBR2/PPP4P/1KR5 w - - 6 26,c1f1 e5b2,1178,161,54,32,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/egXTADNf#51,2r1r1k1/5pbp/p2p2p1/1p1Pq1P1/8/3QBR2/PPP4P/1K3R2 b - - 7 26,-1,28,28,11,11
1k1r4/p1p2ppp/1p1q1nb1/5B2/8/2P1P3/PPQ2PPb/R1B2R1K w - - 2 18,f5g6 h7g6 f1d1 d6d1 c2d1 d8d1,1679,75,90,2739,advantage long middlegame,https://lichess.org/8etYTAgl#35,1k1r4/p1p2ppp/1p1q1nB1/8/8/2P1P3/PPQ2PPb/R1B2R1K b - - 0 18,-319,31,26,12,11
2kn2rr/pp2bp2/1q2P3/2pp3p/3P1Qb1/N1P2NB1/PP3P1P/1R4RK b - - 0 21,d8e6 f4b8 c8d7 f3e5,1114,76,93,1566,mate mateIn2 middlegame queensideAttack short,https://lichess.org/q0kHqVRV/black#42,2k3rr/pp2bp2/1q2n3/2pp3p/3P1Qb1/N1P2NB1/PP3P1P/1R4RK w - - 0 22,2,34,34,13,13
r1q2rk1/bpp2ppp/p2p1n1n/P7/1P2B3/2NQ4/1BP2PPP/R4RK1 b - - 3 19,h6g4 c3d5 f6e4 d5e7 g8h8 e7c8,2274,80,89,1396,advantage fork long middlegame sacrifice,https://lichess.org/glZStT2Y/black#38,r1q2rk1/bpp2ppp/p2p1n2/P7/1P2B1n1/2NQ4/1BP2PPP/R4RK1 w - - 4 20,258,34,35,13,14
2r2rk1/p5pp/b3p3/2P1B3/3PQ3/1R6/P2q2PP/4R1K1 w - - 3 25,b3g3 d2f2 g1h1 f2f1 e1f1 f8f1,1627,75,93,1389,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/xXhyVVhi#49,2r2rk1/p5pp/b3p3/2P1B3/3PQ3/6R1/P2q2PP/4R1K1 b - - 4 25,-3,27,26,10,9
2kr4/pp3prp/2q5/8/2bp4/5N2/PP3PPP/2RQR1K1 w - - 2 18,f3e5 c6g2,652,106,96,233,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/jhdlnXFG#35,2kr4/pp3prp/2q5/4N3/2bp4/8/PP3PPP/2RQR1K1 b - - 3 18,-1,27,27,10,10
7k/p5bp/6p1/3b2B1/8/P2p4/1P3RPP/7K w - - 2 30,g5f6 g7f6 f2f6 d3d2 f6f1 d5b3,1609,73,96,15059,advancedPawn advantage defensiveMove endgame long,https://lichess.org/f0wfOLAc#59,7k/p5bp/5Bp1/3b4/8/P2p4/1P3RPP/7K b - - 3 30,-426,12,10,7,7
1r3rk1/p3ppbp/2ppb1p1/q1n5/2P1PP2/2NBB2P/PPQ3P1/R4RK1 w - - 3 15,f1f2 b8b2,1883,75,89,526,crushing middlegame oneMove,https://lichess.org/9Msrj618#29,1r3rk1/p3ppbp/2ppb1p1/q1n5/2P1PP2/2NBB2P/PPQ2RP1/R5K1 b - - 4 15,-502,35,35,14,14
r4r1k/p4Qp1/3p3p/8/8/4q3/PPP2RPP/5RK1 w - - 3 26,f7b7 f8f2 f1f2 a8f8 b7f3 f8f3,2054,77,90,1578,advantage endgame long pin,https://lichess.org/Z9YKXacs#51,r4r1k/pQ4p1/3p3p/8/8/4q3/PPP2RPP/5RK1 b - - 4 26,-588,24,23,9,8
r5k1/2p3p1/3p2pp/1p2p3/2P5/4B2P/5PP1/2K2R2 w - - 0 29,c4b5 a8a1 c1d2 a1f1,599,115,80,670,crushing endgame short skewer,https://lichess.org/sECGsJEg#57,r5k1/2p3p1/3p2pp/1P2p3/8/4B2P/5PP1/2K2R2 b - - 0 29,-497,12,11,7,8
1k1r4/nP1r2p1/P2b3p/8/4p3/2N1B2P/5PP1/R5K1 b - - 4 31,d7c7 e3a7 b8a7 c3b5 a7b6 b5d6,2221,81,100,39,advantage attraction exposedKing fork long middlegame,https://lichess.org/ATsB1iNv/black#62,1k1r4/nPr3p1/P2b3p/8/4p3/2N1B2P/5PP1/R5K1 w - - 5 32,503,16,19,9,8
r2qk2r/p2npp1p/3p2p1/8/4Q3/2b1B3/P1PN1PPP/1R2K2R b Kkq - 3 14,d7f6 e4c6 f6d7 c6c3,1532,79,26,99,crushing fork middlegame short,https://lichess.org/vTbhyagR/black#28,r2qk2r/p3pp1p/3p1np1/8/4Q3/2b1B3/P1PN1PPP/1R2K2R w Kkq - 4 15,487,30,31,11,12
r4rk1/ppq2ppp/1n1b4/2p1n1N1/2P5/4B2P/PP1NBPP1/1Q2K2R b K - 1 19,h7h6 b1h7,1039,275,43,7,mate mateIn1 middlegame oneMove,https://lichess.org/O5bcmFMw/black#38,r4rk1/ppq2pp1/1n1b3p/2p1n1N1/2P5/4B2P/PP1NBPP1/1Q2K2R w K - 0 20,1,32,34,13,13
8/kp3n2/pQ3R1n/2P1q3/P2p3P/N7/KP4r1/8 b - - 2 40,a7a8 c5c6 e5d5 a2a1 g2g1 a3b1,2456,80,74,174,crushing defensiveMove long middlegame,https://lichess.org/pSJMHHjs/black#80,k7/1p3n2/pQ3R1n/2P1q3/P2p3P/N7/KP4r1/8 w - - 3 41,368,21,23,8,8
4k2r/2p4p/p5p1/5p2/4n1P1/4Q3/PPKr3P/R7 w k - 2 23,c2b3 d2d3 e3d3 e4c5 b3c3 c5d3,1518,75,89,174,attraction crushing endgame exposedKing fork long sacrifice,https://lichess.org/vcGyT6Et#45,4k2r/2p4p/p5p1/5p2/4n1P1/1K2Q3/PP1r3P/R7 b k - 3 23,-325,18,18,7,9
8/p5p1/K7/2pk4/3p1b2/PP1P1N1p/7P/8 w - - 0 38,a6a7 g7g5 f3g5 f4g5,1459,75,86,382,crushing endgame master quietMove short,https://lichess.org/BRqFvJZz#75,8/K5p1/8/2pk4/3p1b2/PP1P1N1p/7P/8 b - - 0 38,-439,7,7,6,6
rnbq1b1r/pp2kBpp/2p2n2/4p1B1/8/1QN5/PP3PPP/R3K1NR b KQ - 1 9,b8d7 b3e6,705,82,79,174,mate mateIn1 oneMove opening,https://lichess.org/5KGs8Xim/black#18,r1bq1b1r/pp1nkBpp/2p2n2/4p1B1/8/1QN5/PP3PPP/R3K1NR w KQ - 2 10,1,36,37,13,14
2r2r2/1pq1bp2/p5pk/4BnNP/6Q1/PP2P2P/2P2P2/R3R1K1 b - - 4 26,c7e5 g5f7 f8f7 g4g6,1162,78,92,349,discoveredAttack mate mateIn2 middlegame short,https://lichess.org/68c3fpbK/black#52,2r2r2/1p2bp2/p5pk/4qnNP/6Q1/PP2P2P/2P2P2/R3R1K1 w - - 0 27,2,29,29,12,10
5r1k/3R3p/p4QpB/1p1Pp3/5p2/1P6/1q4PP/2r2RK1 b - - 3 26,f8f6 d7d8 f6f8 d8f8,1614,75,91,2198,endgame mate mateIn2 short,https://lichess.org/sG2t3jW9/black#52,7k/3R3p/p4rpB/1p1Pp3/5p2/1P6/1q4PP/2r2RK1 w - - 0 27,2,17,25,8,10
5rk1/1p4b1/7p/P2Pp3/4RPq1/4Q2p/P4P1P/R1B3K1 w - - 1 29,e3g3 g4d1 e4e1 d1e1,883,82,91,478,mate mateIn2 middlegame short,https://lichess.org/Hpd0TMgi#57,5rk1/1p4b1/7p/P2Pp3/4RPq1/6Qp/P4P1P/R1B3K1 b - - 2 29,-2,28,21,11,8
1k1r1r2/pp4p1/1q6/4P1p1/4Q3/1PR5/P4PPP/5RK1 w - - 1 24,c3g3 b6f2 f1f2 d8d1 e4e1 d1e1 f2f1 f8f1,1344,76,92,2092,endgame mate mateIn4 sacrifice veryLong,https://lichess.org/EUqxeo1r#47,1k1r1r2/pp4p1/1q6/4P1p1/4Q3/1P4R1/P4PPP/5RK1 b - - 2 24,-4,25,23,10,8
r1bqr1k1/ppp2pb1/2n3Q1/3Np1p1/2B1P3/P7/1PPP1PP1/R1B1K2R b KQ - 0 12,f7g6 d5e7 g8f8 e7g6,1931,77,90,664,doubleCheck kingsideAttack mate mateIn2 opening short,https://lichess.org/RQu2IwcD/black#24,r1bqr1k1/ppp3b1/2n3p1/3Np1p1/2B1P3/P7/1PPP1PP1/R1B1K2R w KQ - 0 13,2,26,34,13,13
2b2b1r/2p1q1pp/p2p1p1k/1p1Q3P/3N4/NP1Pp3/P1P1PnPR/R3KB2 w Q - 1 22,g2g4 e7e5 d5e5 d6e5,2284,80,69,51,advantage master middlegame short,https://lichess.org/9tjW0h69#43,2b2b1r/2p1q1pp/p2p1p1k/1p1Q3P/3N2P1/NP1Pp3/P1P1Pn1R/R3KB2 b Q - 0 22,-276,35,31,14,14
1r5k/p5bp/6p1/3BP3/R4P2/2n3P1/P4B1P/6K1 w - - 1 37,a4d4 c3e2 g1g2 e2d4 f2d4 b8d8,1431,73,94,10140,advantage endgame fork long,https://lichess.org/GCKJYNwd#73,1r5k/p5bp/6p1/3BP3/3R1P2/2n3P1/P4B1P/6K1 b - - 2 37,-402,16,14,9,7
r2q1rk1/1p1n1pbp/p2p2p1/7n/2BBPp2/2N2N2/PPP2QPP/2KR4 b - - 1 15,d7e5 d4e5 g7e5 f3e5,1275,75,87,482,advantage middlegame short,https://lichess.org/39ZVhHUg/black#30,r2q1rk1/1p3pbp/p2p2p1/4n2n/2BBPp2/2N2N2/PPP2QPP/2KR4 w - - 2 16,393,32,35,13,14
3Q4/5pkp/4P1p1/8/7P/6P1/rr3n2/5RK1 w - - 0 34,e6f7 f2h3 g1h1 b2h2,982,76,97,4027,endgame mate mateIn2 short,https://lichess.org/93vBHQOE#67,3Q4/5Pkp/6p1/8/7P/6P1/rr3n2/5RK1 b - - 0 34,-2,17,15,6,6
Q7/p4pk1/4b1pp/1P6/4B1PP/P3qP2/1P6/K1R5 w - - 1 35,c1b1 e3b3 e4d5 e6d5 a8d5 b3d5,1282,74,93,1963,crushing endgame long,https://lichess.org/sGvrglSN#69,Q7/p4pk1/4b1pp/1P6/4B1PP/P3qP2/1P6/KR6 b - - 2 35,-531,23,16,10,7
6k1/5qr1/p2pR2Q/1ppP4/2PpNr2/PP5P/6PK/8 w - - 5 38,e4d6 f4f2 e6e8 f7e8,2356,89,76,38,crushing endgame master masterVsMaster short,https://lichess.org/5fKstaQh#75,6k1/5qr1/p2NR2Q/1ppP4/2Pp1r2/PP5P/6PK/8 b - - 0 38,-233,23,23,10,8
4R3/1p4pk/p1p1Q2p/3p1Pb1/6P1/6q1/PP6/4K3 w - - 2 39,e1d1 g3d3 d1e1 g5h4,1889,74,94,12569,endgame mate mateIn2 short,https://lichess.org/gtLohvrG#77,4R3/1p4pk/p1p1Q2p/3p1Pb1/6P1/6q1/PP6/3K4 b - - 3 39,-2,18,18,7,9
2R5/1p2q1pk/5pp1/4p3/4P3/4nR2/1B4PP/7K b - - 2 34,e7b4 f3h3,913,78,96,1383,endgame master mate mateIn1 oneMove,https://lichess.org/njTjVKGU/black#68,2R5/1p4pk/5pp1/4p3/1q2P3/4nR2/1B4PP/7K w - - 3 35,1,16,17,7,8
6rk/p2brp2/6q1/8/3P4/2P2P2/P5PQ/R4BK1 b - - 2 30,g6h6 h2h6,723,80,100,61,hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/53sugv5V/black#60,6rk/p2brp2/7q/8/3P4/2P2P2/P5PQ/R4BK1 w - - 3 31,1,22,24,9,7
1r4k1/1pp3p1/p2pP1nq/1P3p2/P1P1p3/2B1r2P/3Q2BK/1R3R2 w - - 2 29,c3d4 e3h3 g2h3 h6d2,1244,77,92,628,crushing discoveredAttack middlegame short,https://lichess.org/nHPbJjNi#57,1r4k1/1pp3p1/p2pP1nq/1P3p2/P1PBp3/4r2P/3Q2BK/1R3R2 b - - 3 29,-489,30,29,11,12
r5k1/2p2pp1/pp2n2r/3qp3/4N1Q1/P1PP4/1P3PPP/3R1RK1 w - - 0 21,e4g5 e6g5 g4g5 h6g6 g5g6 f7g6,1993,75,85,700,advantage long middlegame,https://lichess.org/7gQVo95J#41,r5k1/2p2pp1/pp2n2r/3qp1N1/6Q1/P1PP4/1P3PPP/3R1RK1 b - - 1 21,-390,29,28,12,11
3r2k1/5p2/2R3p1/1pN1P1bp/1N1P4/1Q4PK/5qBP/8 w - - 0 36,b4d3 f2f5 g3g4 f5g4,1374,74,82,230,mate mateIn2 middlegame short,https://lichess.org/sNhdA3s5#71,3r2k1/5p2/2R3p1/1pN1P1bp/3P4/1Q1N2PK/5qBP/8 b - - 1 36,-2,27,21,10,8
6k1/3q4/p1rPr3/1p1QbpPp/7R/8/PP1B2PP/1K5R w - - 2 29,h4h5 c6d6 d5a8 e6e8 a8e8 d7e8,1510,75,85,203,crushing long middlegame,https://lichess.org/xj8fLJmi#57,6k1/3q4/p1rPr3/1p1QbpPR/8/8/PP1B2PP/1K5R b - - 0 29,-530,28,25,11,8
2kr2nr/2p1b3/pp1pPp2/3P4/5R1p/P2PB1q1/BPPQ2PK/5R2 w - - 2 23,h2h1 h4h3 h1g1 h3g2 d2g2 g3e3,1776,74,98,591,advancedPawn advantage kingsideAttack long middlegame,https://lichess.org/okYjIkr5#45,2kr2nr/2p1b3/pp1pPp2/3P4/5R1p/P2PB1q1/BPPQ2P1/5R1K b - - 3 23,-400,32,31,13,12
2b1r1k1/3n1pbp/2p2qp1/8/1Q2P3/2NB1P2/rP4PP/3R1R1K b - - 1 28,d7e5 c3a2 e5d3 d1d3,1484,452,100,6,equality hangingPiece middlegame short,https://lichess.org/Mqqmw5u8/black#56,2b1r1k1/5pbp/2p2qp1/4n3/1Q2P3/2NB1P2/rP4PP/3R1R1K w - - 2 29,-27,30,32,11,11
8/1p6/1p1k1p1p/1P5P/1PR2KP1/1r6/8/8 b - - 0 49,b3b1 f4f5 b1f1 f5g6 d6d5 c4c7,1991,85,86,44,crushing defensiveMove endgame long rookEndgame,https://lichess.org/kb8P4jjX/black#98,8/1p6/1p1k1p1p/1P5P/1PR2KP1/8/8/1r6 w - - 1 50,242,9,9,6,6
2kr3r/ppp1n1pp/2n2p2/8/2BP4/5NPP/PP3P2/3R1K1R b - - 2 16,e7f5 c4e6 c8b8 e6f5,864,101,54,22,advantage fork middlegame short,https://lichess.org/epN8rfeS/black#32,2kr3r/ppp3pp/2n2p2/5n2/2BP4/5NPP/PP3P2/3R1K1R w - - 3 17,497,22,22,11,11
r7/2p1qp1k/1p1p2p1/pPbPr2p/P1P1P2N/6QP/6PK/R4R2 w - - 2 30,f1f3 e5e4 a1f1 e7h4 f3f7 h7h6,2254,76,91,4225,crushing defensiveMove long middlegame,https://lichess.org/3s2WKTXa#59,r7/2p1qp1k/1p1p2p1/pPbPr2p/P1P1P2N/5RQP/6PK/R7 b - - 3 30,-344,29,29,12,12
1r3r2/7k/1p1p3p/p1pQ2p1/P3P2q/2P1Np2/1P1B3b/R4K1R w - - 0 33,e3f5 h4h3 f1e1 h3g2 e1d1 g2h1,2283,80,91,491,crushing long middlegame,https://lichess.org/EYLOszDk#65,1r3r2/7k/1p1p3p/p1pQ1Np1/P3P2q/2P2p2/1P1B3b/R4K1R b - - 1 33,-237,29,29,10,12
6k1/5ppp/2N5/1Pp5/P6q/5Q2/2R2KP1/3r4 w - - 8 33,f3g3 d1f1 f2f1 h4g3,1267,76,87,565,advantage deflection endgame short,https://lichess.org/w9VKKwbo#65,6k1/5ppp/2N5/1Pp5/P6q/6Q1/2R2KP1/3r4 b - - 9 33,-163,20,18,7,7
r2q3k/1pp1r3/p2pQ3/6R1/2PPR3/8/PP3PPP/6K1 b - - 0 35,e7e6 e4h4 e6h6 h4h6,1381,126,53,19,endgame mate mateIn2 queenRookEndgame short,https://lichess.org/0oi0EOm6/black#70,r2q3k/1pp5/p2pr3/6R1/2PPR3/8/PP3PPP/6K1 w - - 0 36,2,17,23,10,8
r5k1/5p1p/1p1P1B2/2n2N2/p1r1b3/P7/4R1PP/4R1K1 b - - 1 28,e4f5 e2e8 a8e8 e1e8,516,103,96,306,mate mateIn2 middlegame short,https://lichess.org/AOujDtfY/black#56,r5k1/5p1p/1p1P1B2/2n2b2/p1r5/P7/4R1PP/4R1K1 w - - 0 29,2,17,20,8,9
r4rk1/pQ1b1ppp/n3p3/q2p4/3PnB2/P1P1PN2/5PPP/2R1KB1R b K - 0 13,e4c3 b7a6 a5a6 f1a6,1988,75,84,290,advantage middlegame short,https://lichess.org/BpP3GBTz/black#26,r4rk1/pQ1b1ppp/n3p3/q2p4/3P1B2/P1n1PN2/5PPP/2R1KB1R w K - 0 14,455,34,34,13,13
rn3rk1/pp1q1ppp/2pb1n2/4p3/8/1P1P1NPb/PB2PPBP/RN1Q1RK1 w - - 0 11,f3e5 d6e5 b2e5 h3g2,1217,75,93,704,advantage opening short,https://lichess.org/HOwhPlG1#21,rn3rk1/pp1q1ppp/2pb1n2/4N3/8/1P1P2Pb/PB2PPBP/RN1Q1RK1 b - - 0 11,-361,38,37,15,14
4r1qk/2Q3Rp/1p3Pb1/2p3p1/3p4/1P5P/P5P1/6K1 b - - 2 40,g8e6 g7h7 g6h7 c7g7,1870,83,67,282,clearance endgame mate mateIn2 sacrifice short,https://lichess.org/rtPLXNcp/black#80,4r2k/2Q3Rp/1p2qPb1/2p3p1/3p4/1P5P/P5P1/6K1 w - - 3 41,2,19,22,8,9
8/1p6/p1k5/P5R1/1P4p1/6Kp/4b3/8 b - - 12 63,e2c4 g5c5 c6d6 c5c4,1527,85,84,26,crushing endgame fork short,https://lichess.org/nvLzTqIW/black#126,8/1p6/p1k5/P5R1/1Pb3p1/6Kp/8/8 w - - 13 64,589,7,7,4,6
4r1k1/p1B2ppp/2p1r3/2b5/3p4/7P/PP3PPQ/1q3RK1 w - - 0 24,f1b1 e6e1 b1e1 e8e1,667,102,47,49,backRankMate endgame mate mateIn2 short,https://lichess.org/vqLqZyJr#47,4r1k1/p1B2ppp/2p1r3/2b5/3p4/7P/PP3PPQ/1R4K1 b - - 0 24,-2,22,19,9,10
5k1r/p4p1p/7b/8/2bN1P2/N1PnR3/Pr4BP/R5K1 b - - 0 22,d3f4 a3c4 b2g2 g1h1,2205,82,91,904,advantage middlegame short,https://lichess.org/OvjJDxKT/black#44,5k1r/p4p1p/7b/8/2bN1n2/N1P1R3/Pr4BP/R5K1 w - - 0 23,180,22,22,9,9
r3kr2/pp1qp1Qp/3n2p1/2pP4/8/2N4P/5PP1/2R1R1K1 b q - 7 26,e8c8 e1e7 d6f5 e7d7 f5g7 d7g7 d8d7 g7d7,1543,74,90,1402,advantage middlegame veryLong,https://lichess.org/DRByT9KS/black#52,2kr1r2/pp1qp1Qp/3n2p1/2pP4/8/2N4P/5PP1/2R1R1K1 w - - 8 27,414,26,28,9,11
